Unnamed: 0,index,plant,calendar_year,calendar_yeer_week,sloc,quantity,total_amount,product_id
23,23,1201,2022,20221231,3000,1,0,ace736bb0b8d4a2ea6ee27f5a0f82540DEN35
24,24,1201,2022,20221231,3000,1,-153000,11b2a5d93e4147a28018df4f8e0aed97XAM31
25,25,1201,2022,20221231,3000,2,0,65bcd59c3f3943db83e2b51387c162caDEN28
26,26,1201,2022,20221231,3000,3,0,012f8da328254579af93258fce682146DEN29
27,27,1201,2022,20221231,3000,1,0,0e1d2809b4ef4a56896bab7fb7d831cbDEN30
28,28,1201,2022,20221231,3000,1,0,d21f2dc29f7a4b96be111a2b0398cb4dDEN31
29,29,1201,2022,20221231,3000,1,0,6346ce366bb649e6b0dc3dd528c2af6bXNH28
30,30,1201,2022,20221231,3000,3,0,80b3a51f7edf4d7da8fe92c1941e6c98XNH29
31,31,1201,2022,20221231,3000,2,0,673ed2226b004137aea8ed41de6ede3cXNH31
32,32,1201,2022,20221231,3000,3,-190276,9dfb25e443084f91ae6bf3d83dfb9b4aXAM29
33,33,1201,2022,20221231,3000,5,-380552,aee6d38a871b4fb2936a6735c3c9d14eXAM30
34,34,1201,2022,20221231,3000,1,-200291,bce66c2d3b08463298177b151a502a84XAM35
35,35,1201,2022,20221231,3000,1,159800,64565c79ebe54638b4eafdd25c513e0eCAM28
36,36,1201,2022,20221231,3000,1,-159800,a434665d924e452a9c1b5c6427ee2c93CAM29
37,37,1201,2022,20221231,3000,1,0,fa527f7dc2da4370855c74756b06a64bCAM30
38,38,1201,2022,20221231,3000,4,0,d7bbf02ba5f34ea8b2f7eb8821759357DOO28
39,39,1201,2022,20221231,3000,1,190276,9bce3a69675d449485a1bf043e113902DOO29
40,40,1201,2022,20221231,3000,3,180200,f07d2a82899843009c5f008c75a4d3c1DOO31
41,41,1201,2022,20221231,3000,1,170000,78bc6606664d49debce5a759b6f8f338DOO34
42,42,1201,2022,20221231,3000,1,0,b05cb2c167b44a57810883d76ee88f16DOO35
43,43,1201,2022,20221231,3000,1,0,47351bdab1c5411487edfbd885d6577eDEN28
44,44,1201,2022,20221231,3000,3,0,5961c7f6021343928513f332ea7ff007DEN30
45,45,1201,2022,20221231,3000,2,-180200,5683da72ec0e4efe8f24b4af439ebd3dDEN31
46,46,1201,2022,20221231,3000,2,10076,d7d4f6807702424ba52389f5dc5039e5XAM31
47,47,1201,2022,20221231,3000,1,0,e5201ceaab7243138ec19e7486a4c9c3XAM32
48,48,1201,2022,20221231,#,1,550553,0439c93d680b410a990327895bfb003cDEN29
49,49,1201,2022,20221231,3000,2,0,f4aa677607ee404fade1a35a03a6e3a1DOO28
50,50,1201,2022,20221231,3000,2,-10076,2aef50f38ddc441fba78a8ded52fa610XAM28
51,51,1201,2022,20221231,3000,1,173400,963b2c4cc58848faa1db2dd636e4bcedDOO28
52,52,1201,2022,20221231,3000,1,0,a868a2c34c5c4c19b2d2755837255e6fDOO29
53,53,1201,2022,20221231,3000,1,0,7aa355ebde1642e5a404764b628c2c42DOO30
54,54,1201,2022,20221231,3000,1,0,4edeaa8d4d2448a48cc6df9268b48c2aDOO31
55,55,1201,2022,20221231,3000,1,-173400,428a1a0d1cc142df96eee6867fa9b053DOO32
56,56,1201,2022,20221231,3000,1,0,458117f1e2d94fd68e33c8de1da519ffDOO36
57,57,1201,2022,20221231,3000,1,0,7f7bfd510f4f4eca8c0dd976edd22e58DOO37
58,58,1201,2022,20221231,3000,4,0,8d173902713541ec85d387b965002fbdXAM28
59,59,1201,2022,20221231,3000,10,1001455,a55c986017d64f76b8f4c40078f26a56XAM29
60,60,1201,2022,20221231,3000,4,0,050da236e63c4bca9077d52a9132ea63XAM31
61,61,1201,2022,20221231,3000,1,0,56f0f79767744832b6ed9f8bfc0dd3deXAM35
62,62,1201,2022,20221231,3000,1,-183600,362b79ebe3a648399917e5a855e0b3b2XAM36
63,63,1201,2022,20221231,3000,2,0,e68f4d9200d54ddb83ccad3b351ee009XDG28
64,64,1201,2022,20221231,3000,3,0,ea2b219934be4b04a5281cb19bafac07XDG29
65,65,1201,2022,20221231,3000,3,173400,6c602216af1f4bef9be951ab79c28534XDG30
66,66,1201,2022,20221231,3000,2,0,a083e2b292cc4aa1a794ccd4615804e1XDG31
67,67,1201,2022,20221231,3000,2,0,98764b506bbf46799543afe1a0016637XDG36
68,68,1201,2022,20221231,3000,1,0,f909a54e67ec4a518cf0c0a71951e5afXDG37
69,69,1201,2022,20221231,3000,1,0,c4b0932a8e604d2990be8b877d6ca775DEN29
70,70,1201,2022,20221231,3000,1,-182000,f7a16fffd5e1418cb07da7c63a79a481DEN28
71,71,1201,2022,20221231,3000,1,0,68fed275b8204c5bae397ecbfaf43da9XNH34
72,72,1201,2022,20221231,3000,2,0,8c317664d5054dde9700175eebd9e584DEN29
73,73,1201,2022,20221231,3000,1,0,a1d0f93e0f994b55836c41fae36b930dDEN30
74,74,1201,2022,20221231,3000,4,0,ad9a99e73d164436a6e97e25916b097aDOO36
75,75,1201,2022,20221231,3000,3,0,f025f0ca5dbd4a61bcbea94447f6fb1cDOO37
76,76,1201,2022,20221231,3000,2,0,812a3d0db7434a6291562b25f7a41cf0XAM29
77,77,1201,2022,20221231,3000,2,-67320,f79cc574d5924214bab911cbe7d9adf9DEN26
78,78,1201,2022,20221231,3000,1,0,06ade69e7352432c858175509394d154DEN27
79,79,1201,2022,20221231,3000,1,71400,2b52982b8f8e4f4d88c121d2a1fc5f64DEN28
80,80,1201,2022,20221231,3000,1,0,6fef9971f13649d2b7150db1a089fd05DEN29
81,81,1201,2022,20221231,3000,2,81600,72b7d8d3afd74c19b1a3ae9afb94f741DEN31
82,82,1201,2022,20221231,3000,3,0,d2cec3adafc5477b887a85366d1fd09bDEN32
83,83,1201,2022,20221231,3000,3,0,218de62ce32a4ceab505a8ada4ac7f3cDEN33
84,84,1201,2022,20221231,3000,2,0,665c4701f25e4157b644953fa64eb809DEN34
85,85,1201,2022,20221231,3000,1,-88400,0597b6614ba541f290f419dbcfec8111DEN36
86,86,1201,2022,20221231,3000,1,0,c2c0362b04964ccfb6aaca62f5554c09DEN37
87,87,1201,2022,20221231,3000,3,78200,4695428a3bb24bd7bb5ed804b853ee1eXDG24
88,88,1201,2022,20221231,3000,1,0,3fdff876f46c4de8b7a1c54da49129bfXDG25
89,89,1201,2022,20221231,3000,1,0,615c2b51a1364cc1a6aad188536db3b2XDG26
90,90,1201,2022,20221231,3000,2,0,403121ab68ae4410b9e26e86fe0ddbddXDG27
91,91,1201,2022,20221231,3000,2,71400,e3cc0722710b4a88b699196c444632c0XDG28
92,92,1201,2022,20221231,3000,2,-81600,0a5793151dcd4b5dbcec3d1310cd2697XDG29
93,93,1201,2022,20221231,3000,2,0,01887b2f4a004da5974f6d52589fc2ecXDG30
94,94,1201,2022,20221231,3000,3,-71400,e96d0250efc644dabbcaf15512a1ddaeXDG31
95,95,1201,2022,20221231,3000,3,0,1539ab36b89a42f7972886de1c37f336XDG32
96,96,1201,2022,20221231,3000,3,0,39a146c60ef8491f99d23b7a0944292dXDG33
97,97,1201,2022,20221231,3000,3,0,c6257c807ac54fe08066b4f478ed7203XDG34
98,98,1201,2022,20221231,3000,1,0,f703e7641cfb44129f71c9552fabd6e0XDG35
99,99,1201,2022,20221231,3000,1,0,a65f92991e5c4691bdad755180323039XDG36
100,100,1201,2022,20221231,3000,2,0,c7be0b736c774f638840ce3d08fcb338XDG37
101,101,1201,2022,20221231,3000,2,0,a9c9b96fc7124edc97e1106251f91674DEN28
102,102,1201,2022,20221231,3000,1,0,753d8315ec4f4ac7a9d6d62db92b52fcDEN29
103,103,1201,2022,20221231,3000,1,0,124c81c04c264be19d5f689e34e7651dDEN30
104,104,1201,2022,20221231,3000,2,-193800,78619876f3f24ff283c4175a21306d57DEN31
105,105,1201,2022,20221231,3000,2,-193800,f8c8f38285e0444282a940e16df4d71aDEN32
106,106,1201,2022,20221231,3000,2,-193800,a9aca9eb453047d1bfc222e67d1b44d3DEN33
107,107,1201,2022,20221231,3000,2,-204000,0d04322262c9457f88334f7f0011dfb2DEN34
108,108,1201,2022,20221231,3000,3,210305,a4c9e5a9a66841fbbed65489963128f1DEN35
109,109,1201,2022,20221231,3000,1,0,3942478cd0e44e44b0c7aafb3fdaa750XAM28
110,110,1201,2022,20221231,3000,1,0,57d8be4f8eb94681840de7524ad4479bXAM29
111,111,1201,2022,20221231,3000,2,0,8735b441c5774e10b39f8191eec11d21XAM30
112,112,1201,2022,20221231,3000,3,0,51dce9a9e646450ea7554661038b1a15XAM31
113,113,1201,2022,20221231,3000,1,0,bb71e220673049559d1a1c15581a5114XAM32
114,114,1201,2022,20221231,3000,1,0,776bb2a4475047f2801e7aa124248e31XAM36
115,115,1201,2022,20221231,3000,1,0,0730a02649cc453d8a111c505f5da9acCAM28
116,116,1201,2022,20221231,3000,2,0,fc139a83d5a94f1f8bad8526fda85228CAM29
117,117,1201,2022,20221231,3000,5,0,e758706dccb04d199f3a3d1482e1470cCAM30
118,118,1201,2022,20221231,3000,2,0,32e0968ae90b4651bbcc2710f1cde51bCAM31
119,119,1201,2022,20221231,3000,2,-409500,eccffdd5a41b43c7b50b27487c5ddf6cCAM32
120,120,1201,2022,20221231,3000,1,0,f192a0546a7a4ec98f97f32836f7e4f6CAM37
121,121,1201,2022,20221231,3000,1,0,89849baee26c48ada2b15e81c0fdea9eDOO28
122,122,1201,2022,20221231,3000,1,0,4bc4bc3e90d74e0989a022238d270f12DOO30
123,123,1201,2022,20221231,3000,2,-409500,bca9b8830a9e446a9e8b941aa6075539DOO31
124,124,1201,2022,20221231,3000,1,0,b25a0a27897e4b90ba11cfd699b45f44DOO34
125,125,1201,2022,20221231,3000,1,-223364,dae16e2563534ad3b274059095b976c2DOO35
126,126,1201,2022,20221231,3000,1,0,55ffbe63ee2742318a8d82779b5e31d0XMN28
127,127,1201,2022,20221231,3000,2,0,d4734d0a0a4b4f4284d22ec5707563c5XMN29
128,128,1201,2022,20221231,3000,4,0,938ae4ded936443bb432fe6b91b288e0XMN30
129,129,1201,2022,20221231,3000,4,0,c13a3e98cd584552ac9c1b6a7fdc4157XMN31
130,130,1201,2022,20221231,3000,3,0,2b8251fd4c884bb7952c183192fbd6e4XMN32
131,131,1201,2022,20221231,3000,2,0,cff6ad201fd5446887a2d43da325d2ceXMN33
132,132,1201,2022,20221231,3000,2,0,1057971b747c4403b3d94f3d1f60f200XMN34
133,133,1201,2022,20221231,3000,2,0,de717466cc56479c82c0e4acd1e30877XMN35
134,134,1201,2022,20221231,3000,3,0,efebd00047ad4dc98e6b010641dad78aDEN30
135,135,1201,2022,20221231,3000,6,0,fd8474cf110c45acb2471b4e09018059DEN31
136,136,1201,2022,20221231,3000,1,0,060d121f98f4489e905ad54a708bffd4DEN33
137,137,1201,2022,20221231,3000,2,190400,2d87b633ff8d4ee38a3386177ad6c320XAM31
138,138,1201,2022,20221231,3000,2,0,b8854f8141b244009f16df1e9f71c6a6XNH28
139,139,1201,2022,20221231,3000,4,0,cbcd32c595ad445ea8e1c53d56c274c5XNH30
140,140,1201,2022,20221231,3000,2,0,ab6f4f343e3f437384561d93965e277dXNH31
141,141,1201,2022,20221231,3000,2,0,53fbae76afff44ceaa05509ba03ae181DEN31
142,142,1201,2022,20221231,3000,1,200291,7ca56c04d94444a6b62b8dea3a69c59cDEN34
143,143,1201,2022,20221231,3000,1,-190400,cd3bda1bb84149dab92bab6146521035DEN36
144,144,1201,2022,20221231,3000,2,0,5944c3e405754cf5884e169575b04d54DOO31
145,145,1201,2022,20221231,3000,2,0,6003ac10ce1e458abf52a546ecd04cd6DOO33
146,146,1201,2022,20221231,3000,1,0,dfc927656f544f1182a3662f6b585021DOO37
147,147,1201,2022,20221231,3000,1,0,53eb752373864b63856d5769ef8e4637XDG28
148,148,1201,2022,20221231,3000,1,0,1969032313a24243821099de96900f51XDG29
149,149,1201,2022,20221231,3000,1,0,2f58df7969b2423b809054040e8da367XDG30
150,150,1201,2022,20221231,3000,2,-180200,affa48921265461d9199017c64453fd9XDG31
151,151,1201,2022,20221231,3000,5,0,cab7db62442b4b54ab94dbf96e80d8f1REU35
152,152,1201,2022,20221231,3000,4,0,5d5be482926d4f18af46b831fe6b3c2bREU36
153,153,1201,2022,20221231,3000,2,0,002fd583eb6b478c8dd921a92dd6982aREU37
154,154,1201,2022,20221231,3000,2,0,7a90361a431645b39922336884c559b8REU38
155,155,1201,2022,20221231,3000,1,0,54019be0a8ac4c82b4ddb3197d07d4d2REU39
156,156,1201,2022,20221231,3000,5,0,5ab328e3db03409ab3c441a771329367XAM35
157,157,1201,2022,20221231,3000,3,0,f7a5c4f8e3f64391a6b32b7434073ccbXAM36
158,158,1201,2022,20221231,3000,2,0,2e0030cfc1134b4eadc5b993a879d7ebXAM37
159,159,1201,2022,20221231,3000,2,0,77b06fe799d248c5bda5e85d46a11c7dXAM39
160,160,1201,2022,20221231,3000,2,0,f445cd3a4d7b457b9368ab5145ccfb59DOO31
161,161,1201,2022,20221231,3000,4,0,63e3bae675cd4cc5b11bdfab8e956014DOO33
162,162,1201,2022,20221231,3000,1,0,01b0a4e2b89d442c9db344fb3b2767beXAM28
163,163,1201,2022,20221231,3000,2,0,fd446ae93221450f9855eeb11acba1a4XAM26
164,164,1201,2022,20221231,3000,1,0,41107b61fab348f0b152570332d95053XAM27
165,165,1201,2022,20221231,3000,1,0,50eb42f17dd94fe9aeac4cbdc7e9abaaXAM28
166,166,1201,2022,20221231,3000,1,0,d7fcf6490fde43acbf8458dda70a8bebXAM29
167,167,1201,2022,20221231,3000,3,0,a13f9846bd0343ee862a35633a0dc733XAM30
168,168,1201,2022,20221231,3000,1,0,24e0c02ab2cd4d51a1aa5e0efed52bdcXNH24
169,169,1201,2022,20221231,3000,1,0,f75a5a34a73148f1bc1289726b31de89XNH25
170,170,1201,2022,20221231,3000,2,0,b5686657a0214d25b60465e28eff4dd9XNH26
171,171,1201,2022,20221231,3000,2,0,5f2de04117c74e46892ad2a17af627c7XNH27
172,172,1201,2022,20221231,3000,1,0,a891eff6c5f141368be0cd5904dae17fXNH28
173,173,1201,2022,20221231,3000,2,0,746007fb747b47378356a8a880eb971bDEN33
174,174,1201,2022,20221231,3000,4,0,adade9b431d54a9c828a8cd8b1c1a78dDEN34
175,175,1201,2022,20221231,3000,1,0,b3470c456412493e93e4226f5a38f7c4DEN35
176,176,1201,2022,20221231,3000,2,0,cd60443a7c0644439cb62af0c02c320bDEN36
177,177,1201,2022,20221231,3000,1,0,e04d460be63a439e8d82eac1a03a192aDEN37
178,178,1201,2022,20221231,3000,1,0,5daf21008c0c4c5897dc3cc9d3943f16XAM31
179,179,1201,2022,20221231,3000,1,0,487b1ec2bc564b66953e7cb2cb46766eXAM32
180,180,1201,2022,20221231,3000,2,0,3e907fc120a5447f9068df94870b6507XAM33
181,181,1201,2022,20221231,3000,2,0,52b468932b724070884aa349fa0ade43XAM36
182,182,1201,2022,20221231,3000,1,0,5d6d870b8d97458b9fb4b13d647fdc20XAM37
183,183,1201,2022,20221231,3000,3,0,c2d152f94cd746f0a33a4349b30825e1XDG31
184,184,1201,2022,20221231,3000,4,0,78e809e62c6c417c9556697bbbb3d4afXDG32
185,185,1201,2022,20221231,3000,1,0,e4f772426da1472cbc08bda64b95272dXDG33
186,186,1201,2022,20221231,3000,2,0,52c3aef071b340b7aa404c3a6c57279bXDG34
187,187,1201,2022,20221231,3000,4,0,5881a49fcbbc43eab16dc30906af9542XDG35
188,188,1201,2022,20221231,3000,3,0,b7fc4454246b448cb161588e9aaeaec7XDG36
189,189,1201,2022,20221231,3000,4,0,d833db6a83ed44379a5ab4836aaae267XDG37
190,190,1201,2022,20221231,3000,4,0,f77430c1d2c648ad9277fa5be1ccf02eXAM30
191,191,1201,2022,20221231,3000,5,0,538c0181a2154072964d9de0318b10d0XAM31
192,192,1201,2022,20221231,3000,5,0,e2cb691e818149feb1c472315a1f3bfaXAM32
193,193,1201,2022,20221231,3000,5,0,b9a3b7488f0a45829e7e47a3359cb736XAM33
194,194,1201,2022,20221231,3000,5,0,d46edd3fac6b4776af9e9165c4331066XAM34
195,195,1201,2022,20221231,3000,4,0,38794a2c89b24138a960e8ce98d3da9dXAM35
196,196,1201,2022,20221231,3000,5,0,d3e6976182a64d4a8a5db392f1d1b73eXAM36
197,197,1201,2022,20221231,3000,4,0,14a9c1d8324a4a3f9f22ee83daa200bfXAM37
198,198,1201,2022,20221231,3000,1,0,09eb0b7a2f6041b5a6ce0dfdefb4ea8fDOO28
199,199,1201,2022,20221231,3000,1,0,931ab6e79d094861b4ff48231b6e3370DOO30
200,200,1201,2022,20221231,3000,2,0,e6a0edc3364443e08e364c64f3b857b5CAM24
201,201,1201,2022,20221231,3000,2,0,8b8843f0fbd5463fa3efc1516b4b2332CAM25
202,202,1201,2022,20221231,3000,3,0,abfeb2f5470442468910d95fb16651bdCAM26
203,203,1201,2022,20221231,3000,2,0,00d6b857dfff4986a21355776c9a5908CAM27
204,204,1201,2022,20221231,3000,3,0,0f6c12492072491aa4b9021f15daee7cCAM28
205,205,1201,2022,20221231,3000,3,0,31287184f0b6452bb0f5c4399d59df77CAM29
206,206,1201,2022,20221231,3000,3,0,e7f13cefb14d42ecbb047d81b4872bb4CAM30
207,207,1201,2022,20221231,3000,2,0,497851953fce4289bc86573f2246c2c7DOO24
208,208,1201,2022,20221231,3000,3,0,ae635f579ae943e4bde30033e2e4603aDOO25
209,209,1201,2022,20221231,3000,3,0,353e0b3d154f4b56a70f240bab5a6a74DOO26
210,210,1201,2022,20221231,3000,3,0,21d7eea4a6ee437a98141f6b783c8392DOO27
211,211,1201,2022,20221231,3000,3,0,cbb64b5dfe4d4ae282483cef127f9441DOO28
212,212,1201,2022,20221231,3000,3,0,65f317d8c3be4e05bf943001a0c08ba9DOO29
213,213,1201,2022,20221231,3000,2,0,cd4a931d6edb4b55ac8f926a89d446c9DOO30
214,214,1201,2022,20221231,3000,4,0,61e0957407c1462e937bcec012e516f9DEN30
215,215,1201,2022,20221231,3000,3,0,9a1e9a472c214a71ad4be45c3130acf3DEN31
216,216,1201,2022,20221231,3000,2,0,518b3b18a9c641aeaf74a61ff38459c3DEN32
217,217,1201,2022,20221231,3000,3,0,612d289781424e75a214eb82a8db4d8fDEN33
218,218,1201,2022,20221231,3000,4,0,ae1025ae34f84bf58602be2bd5ba4354DEN34
219,219,1201,2022,20221231,3000,2,0,90b3b5bfe3af4c5baa196872bb23c7faDEN35
220,220,1201,2022,20221231,3000,3,0,4dc434827f06407ba39653735343cf62DEN36
221,221,1201,2022,20221231,3000,2,0,bff60e3241614e1db2ddfba26b7f7e6fDEN37
222,222,1201,2022,20221231,3000,1,0,0a2dc3b728464c3fb2b3380ffad42270XDG29
223,223,1201,2022,20221231,3000,4,0,18f3a9cfc09649eabf0ba1a533c66764XDG30
224,224,1201,2022,20221231,3000,2,0,61dee2b8d23d4b32b1143fe0c2b14b65XDG31
225,225,1201,2022,20221231,3000,1,0,267ac4f5ec6e46c386876633aa6d2bfaXDG32
226,226,1201,2022,20221231,3000,2,0,ca98399844354fc5913ffc7166ea673eXDG33
227,227,1201,2022,20221231,3000,3,0,d66c00144c944ecc9138f027a49aaac4XDG34
228,228,1201,2022,20221231,3000,2,0,c96cb8a5edfa4f0298d06a4a3d91be56XDG35
229,229,1201,2022,20221231,3000,4,0,1abb20bc0c6d44f88f448f0b69f24a54XDG36
230,230,1201,2022,20221231,3000,3,0,0c6f1b0bc8644f2a9fa2685fea94782aXDG37
231,231,1201,2022,20221231,3000,1,0,8555db31710e46c7b43f2de37c098fc0DOO33
232,232,1201,2022,20221231,3000,2,0,4df1130a4fa145fdafaf5baf0db8cc93DOO36
233,233,1201,2022,20221231,3000,2,0,90fcf2f6b3bc4cf282c0d67efcd024a2DOO37
234,234,1201,2022,20221231,3000,2,0,cef019e4eabc485baaacd9fee899ac40XAM28
235,235,1201,2022,20221231,3000,1,0,c92fb2e0da994d469b491e92e6dbfda7XAM29
236,236,1201,2022,20221231,3000,3,0,a5388735cc664008adea37dc78b2ccbbXAM30
237,237,1201,2022,20221231,3000,3,0,83dc5345f3614c6fb9787a174e9d28e3XAM31
238,238,1201,2022,20221231,3000,1,0,82df267523044fbdadd67fd8b3155a6bXAM32
239,239,1201,2022,20221231,3000,2,0,2ec6db0aaeb747efb362ca7294ddee22XAM33
240,240,1201,2022,20221231,3000,3,206967,cfb5259e8387424db04419e997e3a7a5XAM34
241,241,1201,2022,20221231,3000,2,0,1f26a91d6ef54a0fbdcad4b2a2bbbbdbXAM37
242,242,1201,2022,20221231,3000,2,0,e3c6982cc8a34f87bc77ae9ec219f83aXDD28
243,243,1201,2022,20221231,3000,1,0,80440cc0ad5544518d4bbcb427b7e0e9XDD29
244,244,1201,2022,20221231,3000,2,0,6d70d502dcff4a7c8707973fbd8f45dcXDD30
245,245,1201,2022,20221231,3000,3,0,e4bfb130d7fc4be0b7277d3dfa25a25eXDD31
246,246,1201,2022,20221231,3000,1,0,11000038957e44299a470f5b15b6ac98XDD32
247,247,1201,2022,20221231,3000,1,0,65dedfcd65f7489ca4b6f78d7f348dd5XDD33
248,248,1201,2022,20221231,3000,1,0,dc8c8da9c926441c97edf9ef8d216cf7XDD36
249,249,1201,2022,20221231,3000,3,0,d13291ecca7f4020b47d356372c42445DEN24
250,250,1201,2022,20221231,3000,3,-84790,4e3be1d6f99341a5a0e47ff93fb42147DEN25
251,251,1201,2022,20221231,3000,3,-84790,24a7825f613c4c9896c991008d51e6d8DEN26
252,252,1201,2022,20221231,3000,3,-76778,b2cf6937adf74d8a99198131e4b795b7DEN27
253,253,1201,2022,20221231,3000,3,80116,be446c1ba36d4d598e7d17051c5ac790DEN28
254,254,1201,2022,20221231,3000,3,0,5dd62b5db9e44089b58b712e9338ed65DEN29
255,255,1201,2022,20221231,3000,2,0,1714e5932acb4810bf54a848a1e3ce24DEN30
256,256,1201,2022,20221231,3000,3,0,8eea33656de44903a52cf19ddfb0e133DEN31
257,257,1201,2022,20221231,3000,1,-88128,de04d8f5b816481390afc8e545a40ec9DEN32
258,258,1201,2022,20221231,3000,2,88128,0b32ba3b3bcd487fbd9560ee6c1bfedeDEN33
259,259,1201,2022,20221231,3000,3,0,f454aefcf282477bb3cc2e0f64c84974DEN34
260,260,1201,2022,20221231,3000,2,0,a23e495f7c0c47a9a80fc1793f089bbaDEN35
261,261,1201,2022,20221231,3000,1,0,bf02943b3341490cbd485873624b2d06DEN36
262,262,1201,2022,20221231,3000,2,0,2afab347b47049feb02d947f146f98b9DEN37
263,263,1201,2022,20221231,3000,4,0,f5521a93c3f14b219ed2f8cb05dc630eDOO24
264,264,1201,2022,20221231,3000,4,0,0416c6a47d564d30b52e9bc267e603f7DOO25
265,265,1201,2022,20221231,3000,3,0,fb959db9aa28497a9fd952bb3575258cDOO26
266,266,1201,2022,20221231,3000,2,0,171bce5aecb7431593ef3ec747084a43DOO27
267,267,1201,2022,20221231,3000,1,0,45038d094ebd46a4a067eaa6ca643af4DOO28
268,268,1201,2022,20221231,3000,2,0,acbc4bcefdba49d6999962f09ce10c7fDOO29
269,269,1201,2022,20221231,3000,2,0,bc9f35316c7445369b1cc0c1d43526b8DOO30
270,270,1201,2022,20221231,3000,2,0,cd94bb1ebb17444b9d863e53b9855b94DOO31
271,271,1201,2022,20221231,3000,3,0,aab896f5b63f4c019f4e2765c95510b2DOO32
272,272,1201,2022,20221231,3000,2,0,e891731271574865954aef9751c6d749DOO33
273,273,1201,2022,20221231,3000,3,0,7c2ccc0046454034942f1eed16a907acDOO34
274,274,1201,2022,20221231,3000,3,0,2111302490b241f4ab8e63bc339b0bc1DOO35
275,275,1201,2022,20221231,3000,3,0,8aecf998a53b429e8100bc9964cf147cDOO36
276,276,1201,2022,20221231,3000,2,0,5b80d70e29ed42c29a85695f7f4dc730DOO37
277,277,1201,2022,20221231,3000,3,0,46e1f211b1b2479091b6cb57854e5221XDD24
278,278,1201,2022,20221231,3000,1,0,298da827615e493e9a029717ec7d5ca8XDD25
279,279,1201,2022,20221231,3000,2,0,46110c3c5c6f494bbee7a5cc9ab8e5abXDD26
280,280,1201,2022,20221231,3000,3,0,3bb16326f03f41da8dc2f7e29d79cbc4XDD27
281,281,1201,2022,20221231,3000,2,0,ca6e7d00675f4b71b34862379849f2e7XDD28
282,282,1201,2022,20221231,3000,4,0,764299eb89364e70be6873949910eea7XDD29
283,283,1201,2022,20221231,3000,4,0,655928f33aaa42cda7b894ac88406b3cXDD30
284,284,1201,2022,20221231,3000,4,88128,7c55ddc2d26042809e97bd71247cb2f5XDD31
285,285,1201,2022,20221231,3000,2,0,16eeee19a0f24bcc826c4faca1c16071XDD32
286,286,1201,2022,20221231,3000,2,0,20e04ed13c5c465d932b694f022db7b5XDD33
287,287,1201,2022,20221231,3000,2,0,41be1e4eb89844a49f98d1c9d31c78a2XDD34
288,288,1201,2022,20221231,3000,3,0,ece8c6bb6ea84f049eced6ff40bd18f9XDD35
289,289,1201,2022,20221231,3000,2,0,3489c8e1313f466d9b949f0dc31e32e1XDD36
290,290,1201,2022,20221231,3000,3,0,dbfba9ef77ed470fb432ae1f19cc9adfXDD37
291,291,1201,2022,20221231,3000,2,0,a8003e07c2364ff195354ccf5af01c00DOO28
292,292,1201,2022,20221231,3000,3,0,504d82eb3fc040ff8c686e027ea4b5fcDOO29
